condition,seed,method,test_image_id,predicted_class,true_class,correct,insertion_auc,deletion_auc,target_logit_original,baseline_confidence,random_baseline_auc,norm_insertion_auc,norm_deletion_auc,drop_top10,drop_top20,flip_top10,flip_top20,slice
supervised,0,gradcam,576,7,7,True,0.8842703714349671,0.9227102437785057,0.9952688813209534,0.4917064905166626,0.743487685918808,0.2795734711071269,0.3559093394036897,-0.0006254315376281738,0.0008018612861633301,False,False,all200
supervised,0,gradcam,576,7,7,True,0.8842703714349671,0.9227102437785057,0.9952688813209534,0.4917064905166626,0.743487685918808,0.2795734711071269,0.3559093394036897,-0.0006254315376281738,0.0008018612861633301,False,False,primary
supervised,0,gradcam,614,5,5,True,0.7362019828423226,0.49859162294753195,0.9700007438659668,0.23111505806446075,0.6005579009652138,0.1835792524928521,-0.13800007223996216,0.011546730995178223,0.1247071623802185,False,False,all200
supervised,0,gradcam,614,5,5,True,0.7362019828423226,0.49859162294753195,0.9700007438659668,0.23111505806446075,0.6005579009652138,0.1835792524928521,-0.13800007223996216,0.011546730995178223,0.1247071623802185,False,False,primary
supervised,0,gradcam,664,3,3,True,0.955896338657894,0.7042280314581425,0.9941045641899109,0.5837389230728149,0.7889217436313629,0.40689224022750403,-0.20638597311087614,0.020787060260772705,0.04365897178649902,False,False,all200
supervised,0,gradcam,664,3,3,True,0.955896338657894,0.7042280314581425,0.9941045641899109,0.5837389230728149,0.7889217436313629,0.40689224022750403,-0.20638597311087614,0.020787060260772705,0.04365897178649902,False,False,primary
supervised,0,gradcam,696,7,7,True,0.9891416844410361,0.9743765827959953,0.996822714805603,0.9438130855560303,0.9703179001808167,0.35510122456423676,0.07656500663436205,0.002606034278869629,0.0005840063095092773,False,False,all200
supervised,0,gradcam,699,0,0,True,0.704800413659196,0.5719091554424591,0.8954898118972778,0.06127574294805527,0.47838277742266655,0.2714143103840546,0.11211316315678847,-0.08473610877990723,-0.09115290641784668,False,False,all200
supervised,0,gradcam,712,0,0,True,0.9510639805108849,0.9486478912720195,0.9276402592658997,0.9721192121505737,0.9498797357082367,118424.48026482266,-123184.44362171555,-0.01610851287841797,-0.008551537990570068,False,False,all200
supervised,0,gradcam,712,0,0,True,0.9510639805108849,0.9486478912720195,0.9276402592658997,0.9721192121505737,0.9498797357082367,118424.48026482266,-123184.44362171555,-0.01610851287841797,-0.008551537990570068,False,False,primary
supervised,0,gradcam,725,4,4,True,0.6018414838349122,0.5769759710906814,0.9192466139793396,0.5176799893379211,0.7184633016586304,-0.2904171080648358,-0.35233837148266733,0.2000185251235962,0.22889846563339233,False,False,all200
supervised,0,gradcam,735,0,0,True,0.9811043114025818,0.9591170391738076,0.9762324094772339,0.9539604187011719,0.9650964140892029,0.7187456870979065,-0.26847060846585336,0.014700770378112793,0.012962281703948975,False,False,all200
supervised,0,gradcam,735,0,0,True,0.9811043114025818,0.9591170391738076,0.9762324094772339,0.9539604187011719,0.9650964140892029,0.7187456870979065,-0.26847060846585336,0.014700770378112793,0.012962281703948975,False,False,primary
supervised,0,gradcam,781,5,6,False,0.44186798251392356,0.2989760684097853,0.5362436771392822,0.2673898935317993,0.40181678533554077,0.14897018238306117,-0.3825154161709671,0.4403545558452606,0.4088893532752991,True,True,all200
supervised,0,gradcam,805,9,9,True,0.9839762324480015,0.8287603838447551,0.9968006610870361,0.41081205010414124,0.7038063555955887,0.47811488414847536,0.21323627440399842,0.0014773011207580566,0.02084183692932129,False,False,all200
supervised,0,gradcam,805,9,9,True,0.9839762324480015,0.8287603838447551,0.9968006610870361,0.41081205010414124,0.7038063555955887,0.47811488414847536,0.21323627440399842,0.0014773011207580566,0.02084183692932129,False,False,primary
supervised,0,gradcam,810,3,3,True,0.9925456530811105,0.9915479774531606,0.989719033241272,0.9813915491104126,0.9855552911758423,0.8394326300021255,0.7196274628865459,-0.0008849501609802246,-0.005886733531951904,False,False,all200
supervised,0,gradcam,837,8,8,True,0.9881024389365628,0.9811642239260582,0.9976147413253784,0.9599734544754028,0.9787940979003906,0.2472907229041297,0.06296612640035416,0.001821756362915039,0.004120886325836182,False,False,all200
supervised,0,gradcam,837,8,8,True,0.9881024389365628,0.9811642239260582,0.9976147413253784,0.9599734544754028,0.9787940979003906,0.2472907229041297,0.06296612640035416,0.001821756362915039,0.004120886325836182,False,False,primary
supervised,0,gradcam,845,2,2,True,0.9964248376427655,0.9967225923319449,0.9984506368637085,0.9916188716888428,0.9950347542762756,0.20347352856974432,0.2470573874346426,-0.0005595684051513672,-0.0005167722702026367,False,False,all200
supervised,0,gradcam,845,2,2,True,0.9964248376427655,0.9967225923319449,0.9984506368637085,0.9916188716888428,0.9950347542762756,0.20347352856974432,0.2470573874346426,-0.0005595684051513672,-0.0005167722702026367,False,False,primary
supervised,0,gradcam,853,5,5,True,0.7872797764460788,0.9749795794395086,0.9784191846847534,0.8740294575691223,0.9262243211269379,-1.3310174144525928,0.46705034738298745,-0.009006321430206299,-0.015554964542388916,False,False,all200
supervised,0,gradcam,853,5,5,True,0.7872797764460788,0.9749795794395086,0.9784191846847534,0.8740294575691223,0.9262243211269379,-1.3310174144525928,0.46705034738298745,-0.009006321430206299,-0.015554964542388916,False,False,primary
supervised,0,gradcam,854,6,6,True,0.9084447513468187,0.8265693955341582,0.9990610480308533,0.20648369193077087,0.6027723699808121,0.3856688296901179,0.2823661612723216,0.0009046792984008789,0.0031299591064453125,False,False,all200
supervised,0,gradcam,854,6,6,True,0.9084447513468187,0.8265693955341582,0.9990610480308533,0.20648369193077087,0.6027723699808121,0.3856688296901179,0.2823661612723216,0.0009046792984008789,0.0031299591064453125,False,False,primary
supervised,0,gradcam,887,4,4,True,0.9404521279026152,0.9350447257100136,0.9847608804702759,0.9304044246673584,0.9575826525688171,-0.3151516119504329,-0.41463201612187955,0.05201917886734009,0.0961613655090332,False,False,all200
supervised,0,gradcam,887,4,4,True,0.9404521279026152,0.9350447257100136,0.9847608804702759,0.9304044246673584,0.9575826525688171,-0.3151516119504329,-0.41463201612187955,0.05201917886734009,0.0961613655090332,False,False,primary
supervised,0,gradcam,906,8,8,True,0.9881686817091767,0.9928574418178392,0.9956616759300232,0.9837701320648193,0.9897159039974213,-0.13011113660118764,0.26418250279599603,0.004288315773010254,-0.0006452202796936035,False,False,all200
supervised,0,gradcam,906,8,8,True,0.9881686817091767,0.9928574418178392,0.9956616759300232,0.9837701320648193,0.9897159039974213,-0.13011113660118764,0.26418250279599603,0.004288315773010254,-0.0006452202796936035,False,False,primary
supervised,0,gradcam,973,9,9,True,0.9845850265138238,0.9186975754819244,0.9881182312965393,0.9222988486289978,0.9552085399627686,0.44631969125930676,-0.5547144777285995,-0.0009071826934814453,0.004575788974761963,False,False,all200
supervised,0,gradcam,973,9,9,True,0.9845850265138238,0.9186975754819244,0.9881182312965393,0.9222988486289978,0.9552085399627686,0.44631969125930676,-0.5547144777285995,-0.0009071826934814453,0.004575788974761963,False,False,primary
supervised,0,gradcam,989,0,0,True,0.9785722836554314,0.4785802836568338,0.991048276424408,0.6595134735107422,0.8252808749675751,0.46236898009098176,-1.0457441821003173,0.012480616569519043,0.008093118667602539,False,False,all200
supervised,0,gradcam,989,0,0,True,0.9785722836554314,0.4785802836568338,0.991048276424408,0.6595134735107422,0.8252808749675751,0.46236898009098176,-1.0457441821003173,0.012480616569519043,0.008093118667602539,False,False,primary
supervised,0,gradcam,1069,4,4,True,0.9459854044470806,0.9528094756607747,0.9694888591766357,0.9550589919090271,0.9622739255428314,-1.128806023899777,-0.6558930658566773,-0.004339694976806641,-0.010709166526794434,False,False,all200
supervised,0,gradcam,1069,4,4,True,0.9459854044470806,0.9528094756607747,0.9694888591766357,0.9550589919090271,0.9622739255428314,-1.128806023899777,-0.6558930658566773,-0.004339694976806641,-0.010709166526794434,False,False,primary
supervised,0,gradcam,1070,3,3,True,0.9563654662728046,0.9831827992602965,0.9836402535438538,0.8486595153808594,0.9161498844623566,0.29793570814441833,0.4966109662031566,-0.005253434181213379,-0.005243957042694092,False,False,all200
supervised,0,gradcam,1086,1,1,True,0.9926693641717568,0.9779446560591672,0.9925574064254761,0.9191442728042603,0.9558508396148682,0.501525037016651,0.300951823665434,0.0029281973838806152,0.011304318904876709,False,False,all200
supervised,0,gradcam,1086,1,1,True,0.9926693641717568,0.9779446560591672,0.9925574064254761,0.9191442728042603,0.9558508396148682,0.501525037016651,0.300951823665434,0.0029281973838806152,0.011304318904876709,False,False,primary
supervised,0,gradcam,1105,8,8,True,0.8673675846645942,0.915923545773404,0.933735191822052,0.4727248251438141,0.703230008482933,0.3560387966204259,0.46136389258014304,-0.013288736343383789,-0.01604074239730835,False,False,all200
supervised,0,gradcam,1105,8,8,True,0.8673675846645942,0.915923545773404,0.933735191822052,0.4727248251438141,0.703230008482933,0.3560387966204259,0.46136389258014304,-0.013288736343383789,-0.01604074239730835,False,False,primary
supervised,0,gradcam,1115,1,1,True,0.9537724433614932,0.8260334840580885,0.9933505654335022,0.323013573884964,0.6581820696592331,0.4409578725760308,0.2503985555251899,0.014850914478302002,0.04030728340148926,False,False,all200
supervised,0,gradcam,1115,1,1,True,0.9537724433614932,0.8260334840580885,0.9933505654335022,0.323013573884964,0.6581820696592331,0.4409578725760308,0.2503985555251899,0.014850914478302002,0.04030728340148926,False,False,primary
supervised,0,gradcam,1143,6,6,True,0.7127290292852851,0.5692255934589732,0.8545845746994019,0.13883481919765472,0.4967096969485283,0.3018084612342275,0.10131459487486737,-0.12031042575836182,-0.09606403112411499,False,False,all200
supervised,0,gradcam,1243,1,7,False,0.8612663664582758,0.9565591076230395,0.945881724357605,0.8790115118026733,0.9124466180801392,-0.7653669648473225,0.6596732365201238,-0.031941115856170654,-0.04191899299621582,False,False,all200
supervised,0,gradcam,1285,9,9,True,0.9909256164269528,0.9509591620475308,0.9950002431869507,0.8128175735473633,0.903908908367157,0.4776343887810033,0.25825866847518225,-0.002086937427520752,-0.00014668703079223633,False,False,all200
supervised,0,gradcam,1285,9,9,True,0.9909256164269528,0.9509591620475308,0.9950002431869507,0.8128175735473633,0.903908908367157,0.4776343887810033,0.25825866847518225,-0.002086937427520752,-0.00014668703079223633,False,False,primary
supervised,0,gradcam,1297,2,2,True,0.9991016947508129,0.9988223445268835,0.9998331069946289,0.9959666728973389,0.9978998899459839,0.3108302830433209,0.23858018983075663,9.357929229736328e-06,5.358457565307617e-05,False,False,all200
supervised,0,gradcam,1297,2,2,True,0.9991016947508129,0.9988223445268835,0.9998331069946289,0.9959666728973389,0.9978998899459839,0.3108302830433209,0.23858018983075663,9.357929229736328e-06,5.358457565307617e-05,False,False,primary
supervised,0,gradcam,1336,4,4,True,0.9749671548768329,0.9971219367068637,0.9773199558258057,0.9967939257621765,0.9870569407939911,-1208978.5917158145,1006499.5912872576,-0.021210908889770508,-0.02084439992904663,False,False,all200
supervised,0,gradcam,1336,4,4,True,0.9749671548768329,0.9971219367068637,0.9773199558258057,0.9967939257621765,0.9870569407939911,-1208978.5917158145,1006499.5912872576,-0.021210908889770508,-0.02084439992904663,False,False,primary
supervised,0,gradcam,1353,1,1,True,0.6731784561586284,0.6046426405453222,0.7675186395645142,0.307165265083313,0.5373419523239136,0.295070073045075,0.1461935372956779,0.007466733455657959,0.018530547618865967,False,False,all200
supervised,0,gradcam,1476,6,6,True,0.828784256121443,0.36116650059649413,0.9538966417312622,0.11129960417747498,0.5325981229543686,0.35151575422927755,-0.20345623675057262,0.09792447090148926,0.22953611612319946,False,False,all200
supervised,0,gradcam,1534,6,6,True,0.47608147210433505,0.518751825609221,0.9902557730674744,0.0028128381818532944,0.49653430562466383,-0.020712927094564616,0.022500054635694624,0.010803520679473877,0.0024086833000183105,False,False,all200
supervised,0,gradcam,1648,0,0,True,0.9126161837072173,0.7733051021252155,0.9891352653503418,0.3327397406101227,0.6609375029802322,0.38342534530013994,0.17118885627603095,-0.002241373062133789,-0.0018731951713562012,False,False,all200
supervised,0,gradcam,1648,0,0,True,0.9126161837072173,0.7733051021252155,0.9891352653503418,0.3327397406101227,0.6609375029802322,0.38342534530013994,0.17118885627603095,-0.002241373062133789,-0.0018731951713562012,False,False,primary
supervised,0,gradcam,1834,8,8,True,0.9974905515509691,0.9982154018468715,0.9987133741378784,0.9972313046455383,0.9979723393917084,-0.32507776675070527,0.16400206361401196,0.001212775707244873,-3.9458274841308594e-05,False,False,all200
supervised,0,gradcam,1834,8,8,True,0.9974905515509691,0.9982154018468715,0.9987133741378784,0.9972313046455383,0.9979723393917084,-0.32507776675070527,0.16400206361401196,0.001212775707244873,-3.9458274841308594e-05,False,False,primary
supervised,0,gradcam,1873,8,8,True,0.9824237584696667,0.8142097019832586,0.9931350946426392,0.7637104392051697,0.8784227669239044,0.45331218367726,-0.27988737661261226,0.01822441816329956,0.004970550537109375,False,False,all200
supervised,0,gradcam,1873,8,8,True,0.9824237584696667,0.8142097019832586,0.9931350946426392,0.7637104392051697,0.8784227669239044,0.45331218367726,-0.27988737661261226,0.01822441816329956,0.004970550537109375,False,False,primary
supervised,0,gradcam,1880,9,9,True,0.9525814416258994,0.5786900466001734,0.9932008385658264,0.15769943594932556,0.575450137257576,0.4513832091571347,0.00387780239799857,0.0010212063789367676,0.002173185348510742,False,False,all200
supervised,0,gradcam,1880,9,9,True,0.9525814416258994,0.5786900466001734,0.9932008385658264,0.15769943594932556,0.575450137257576,0.4513832091571347,0.00387780239799857,0.0010212063789367676,0.002173185348510742,False,False,primary
supervised,0,gradcam,1896,3,3,True,0.9469488681202045,0.7891093753361833,0.9929456114768982,0.27412134408950806,0.6335334777832031,0.43601114285711084,0.21643105917727304,0.04551279544830322,0.05963033437728882,False,False,all200
supervised,0,gradcam,1896,3,3,True,0.9469488681202045,0.7891093753361833,0.9929456114768982,0.27412134408950806,0.6335334777832031,0.43601114285711084,0.21643105917727304,0.04551279544830322,0.05963033437728882,False,False,primary
supervised,0,gradcam,1938,7,7,True,0.8085612583437713,0.7456980318320567,0.9946564435958862,0.10488363355398178,0.549770038574934,0.2908508968223578,0.22020002302373723,0.0018131732940673828,0.010979533195495605,False,False,all200
supervised,0,gradcam,1938,7,7,True,0.8085612583437713,0.7456980318320567,0.9946564435958862,0.10488363355398178,0.549770038574934,0.2908508968223578,0.22020002302373723,0.0018131732940673828,0.010979533195495605,False,False,primary
supervised,0,gradcam,1952,8,8,True,0.9632457092168804,0.8753606533064892,0.9959157109260559,0.7930020689964294,0.8944588899612427,0.33899553820779577,-0.0941200230459472,0.0077669620513916016,0.0065413713455200195,False,False,all200
supervised,0,gradcam,1952,8,8,True,0.9632457092168804,0.8753606533064892,0.9959157109260559,0.7930020689964294,0.8944588899612427,0.33899553820779577,-0.0941200230459472,0.0077669620513916016,0.0065413713455200195,False,False,primary
supervised,0,gradcam,2001,7,7,True,0.7566578706204264,0.40263047814448,0.9272606372833252,0.03257801756262779,0.4799193274229765,0.3093147638028806,-0.08638689025011415,-0.002617180347442627,0.013752222061157227,False,False,all200
supervised,0,gradcam,2019,5,5,True,0.9920179325186662,0.9918743261960361,0.9990754127502441,0.9688699841499329,0.9839726984500885,0.26635060124572446,0.2615962796126712,0.0007354021072387695,0.0017496347427368164,False,False,all200
supervised,0,gradcam,2019,5,5,True,0.9920179325186662,0.9918743261960361,0.9990754127502441,0.9688699841499329,0.9839726984500885,0.26635060124572446,0.2615962796126712,0.0007354021072387695,0.0017496347427368164,False,False,primary
supervised,0,gradcam,2032,5,5,True,0.8371962374896411,0.393822029047002,0.6735847592353821,0.687019944190979,0.6803023517131805,15689388.577646056,-28648032.266617857,0.20294731855392456,0.2133161425590515,False,False,all200
supervised,0,gradcam,2033,2,2,True,0.773963218504094,0.5755725417828926,0.9883337020874023,0.006318853236734867,0.4973262776620686,0.28170341941957017,0.0796793085281776,0.000625908374786377,0.012424170970916748,False,False,all200
supervised,0,gradcam,2033,2,2,True,0.773963218504094,0.5755725417828926,0.9883337020874023,0.006318853236734867,0.4973262776620686,0.28170341941957017,0.0796793085281776,0.000625908374786377,0.012424170970916748,False,False,primary
supervised,0,gradcam,2041,5,5,True,0.8934258202047796,0.8079993861063626,0.9820798635482788,0.4514833092689514,0.7167815864086151,0.33291628521049876,0.17191555233833414,0.008720815181732178,-0.008901417255401611,False,False,all200
supervised,0,gradcam,2191,8,8,True,0.9558403912085327,0.9043861686985968,0.9902216196060181,0.8965879678726196,0.9434047937393188,0.13281119810024636,-0.4167158315241101,0.0030098557472229004,-0.0008563995361328125,False,False,all200
supervised,0,gradcam,2191,8,8,True,0.9558403912085327,0.9043861686985968,0.9902216196060181,0.8965879678726196,0.9434047937393188,0.13281119810024636,-0.4167158315241101,0.0030098557472229004,-0.0008563995361328125,False,False,primary
supervised,0,gradcam,2428,3,3,True,0.9784412646958022,0.9895636528819367,0.991489052772522,0.9706665277481079,0.9810777902603149,-0.1266189168422892,0.4075328333942321,-0.005059421062469482,-0.0014952421188354492,False,False,all200
supervised,0,gradcam,2428,3,3,True,0.9784412646958022,0.9895636528819367,0.991489052772522,0.9706665277481079,0.9810777902603149,-0.1266189168422892,0.4075328333942321,-0.005059421062469482,-0.0014952421188354492,False,False,primary
supervised,0,gradcam,2441,1,1,True,0.9835693999524724,0.9950641725860268,0.9826662540435791,0.9921155571937561,0.9873909056186676,-382150.5666195213,767326.6967359149,-0.01291435956954956,-0.015131950378417969,False,False,all200
supervised,0,gradcam,2441,1,1,True,0.9835693999524724,0.9950641725860268,0.9826662540435791,0.9921155571937561,0.9873909056186676,-382150.5666195213,767326.6967359149,-0.01291435956954956,-0.015131950378417969,False,False,primary
supervised,0,gradcam,2452,9,9,True,0.9903172550178678,0.9657980918990559,0.9976890087127686,0.9339433312416077,0.9658161699771881,0.3843568068088103,-0.0002835969253042146,0.0008649826049804688,0.007773220539093018,False,False,all200
supervised,0,gradcam,2452,9,9,True,0.9903172550178678,0.9657980918990559,0.9976890087127686,0.9339433312416077,0.9658161699771881,0.3843568068088103,-0.0002835969253042146,0.0008649826049804688,0.007773220539093018,False,False,primary
supervised,0,gradcam,2486,8,8,True,0.9906882304129575,0.9875113433062612,0.9944552779197693,0.9096614122390747,0.952058345079422,0.4555740562531112,0.4181080546597957,-0.0005624294281005859,-0.0018358826637268066,False,False,all200
supervised,0,gradcam,2486,8,8,True,0.9906882304129575,0.9875113433062612,0.9944552779197693,0.9096614122390747,0.952058345079422,0.4555740562531112,0.4181080546597957,-0.0005624294281005859,-0.0018358826637268066,False,False,primary
supervised,0,gradcam,2491,6,6,True,0.8489838656002324,0.8607153685411503,0.8618111610412598,0.7204113006591797,0.7911112308502197,0.4092835353134976,0.49225039899510137,-0.042743146419525146,-0.09437566995620728,False,False,all200
supervised,0,gradcam,2491,6,6,True,0.8489838656002324,0.8607153685411503,0.8618111610412598,0.7204113006591797,0.7911112308502197,0.4092835353134976,0.49225039899510137,-0.042743146419525146,-0.09437566995620728,False,False,primary
supervised,0,gradcam,2492,2,2,True,0.9973801315299022,0.993156708100994,0.9970343112945557,0.9877206683158875,0.9923774898052216,0.537130501581243,0.08366417926445527,-0.0012251734733581543,-0.0015218853950500488,False,False,all200
supervised,0,gradcam,2492,2,2,True,0.9973801315299022,0.993156708100994,0.9970343112945557,0.9877206683158875,0.9923774898052216,0.537130501581243,0.08366417926445527,-0.0012251734733581543,-0.0015218853950500488,False,False,primary
supervised,0,gradcam,2544,1,1,True,0.8991668653621212,0.8567984111470839,0.8674111366271973,0.9022687077522278,0.8848399221897125,1432694.317240868,-2804151.104262864,0.022681891918182373,-0.05473780632019043,False,False,all200
supervised,0,gradcam,2572,5,5,True,0.5684944362056714,0.10961578353470634,0.6605550646781921,0.05164337903261185,0.356099221855402,0.348811197678172,-0.40479341114856254,0.2139872908592224,0.5515979528427124,False,True,all200
supervised,0,gradcam,2582,5,5,True,0.9347925023516996,0.8625190055448316,0.9739505648612976,0.7154871225357056,0.8447188436985016,0.3484967074752889,0.06886916651023625,0.04314237833023071,0.07224929332733154,False,False,all200
supervised,0,gradcam,2582,5,5,True,0.9347925023516996,0.8625190055448316,0.9739505648612976,0.7154871225357056,0.8447188436985016,0.3484967074752889,0.06886916651023625,0.04314237833023071,0.07224929332733154,False,False,primary
supervised,0,gradcam,2640,9,9,True,0.9853685545520805,0.9210769130957522,0.9849942326545715,0.9611595273017883,0.9730768799781799,0.5157049097930324,-2.1816911983078326,0.00022327899932861328,0.017450809478759766,False,False,all200
supervised,0,gradcam,2676,6,6,True,0.9823977626436811,0.8102726719569739,0.9995997548103333,0.8609614968299866,0.9302806258201599,0.37592175192297395,-0.86561931469305,-0.00024145841598510742,0.07150042057037354,False,False,all200
supervised,0,gradcam,2676,6,6,True,0.9823977626436811,0.8102726719569739,0.9995997548103333,0.8609614968299866,0.9302806258201599,0.37592175192297395,-0.86561931469305,-0.00024145841598510742,0.07150042057037354,False,False,primary
supervised,0,gradcam,2697,2,2,True,0.9905297346229955,0.9891454919037909,0.9937740564346313,0.9835648536682129,0.9886694550514221,0.1822159490937444,0.046628210180582504,0.005164146423339844,0.0014004111289978027,False,False,all200
supervised,0,gradcam,2697,2,2,True,0.9905297346229955,0.9891454919037909,0.9937740564346313,0.9835648536682129,0.9886694550514221,0.1822159490937444,0.046628210180582504,0.005164146423339844,0.0014004111289978027,False,False,primary
supervised,0,gradcam,2701,4,4,True,0.9033670177529343,0.9567923779436578,0.9253796339035034,0.9656209349632263,0.9455002844333649,-4213326.66804306,1129209.3510292922,-0.020064473152160645,-0.050430893898010254,False,False,all200
supervised,0,gradcam,2701,4,4,True,0.9033670177529343,0.9567923779436578,0.9253796339035034,0.9656209349632263,0.9455002844333649,-4213326.66804306,1129209.3510292922,-0.020064473152160645,-0.050430893898010254,False,False,primary
supervised,0,gradcam,2789,9,9,True,0.8982514072516439,0.42927943004936964,0.9620200395584106,0.18644481897354126,0.574232429265976,0.41777891993676874,-0.18689740900604812,0.23550957441329956,0.2820884585380554,False,False,all200
supervised,0,gradcam,2789,9,9,True,0.8982514072516439,0.42927943004936964,0.9620200395584106,0.18644481897354126,0.574232429265976,0.41777891993676874,-0.18689740900604812,0.23550957441329956,0.2820884585380554,False,False,primary
supervised,0,gradcam,2791,5,5,True,0.960836140875154,0.9583210811877552,0.9816755652427673,0.9351370930671692,0.9584063291549683,0.052210818417450955,-0.0018317740834173021,0.0035987496376037598,0.001530468463897705,False,False,all200
supervised,0,gradcam,2791,5,5,True,0.960836140875154,0.9583210811877552,0.9816755652427673,0.9351370930671692,0.9584063291549683,0.052210818417450955,-0.0018317740834173021,0.0035987496376037598,0.001530468463897705,False,False,primary
supervised,0,gradcam,2818,4,4,True,0.9583367351589378,0.9787104160897461,0.9059425592422485,0.9989638328552246,0.9524531960487366,588353.911020123,2625722.00410095,-0.01750999689102173,-0.04959589242935181,False,False,all200
supervised,0,gradcam,2818,4,4,True,0.9583367351589378,0.9787104160897461,0.9059425592422485,0.9989638328552246,0.9524531960487366,588353.911020123,2625722.00410095,-0.01750999689102173,-0.04959589242935181,False,False,primary
supervised,0,gradcam,2914,8,8,True,0.9686670849289463,0.9737925789437962,0.9973210692405701,0.9616042971611023,0.9794626832008362,-0.302255709106924,-0.15875186717389514,0.001615762710571289,0.003615736961364746,False,False,all200
supervised,0,gradcam,2914,8,8,True,0.9686670849289463,0.9737925789437962,0.9973210692405701,0.9616042971611023,0.9794626832008362,-0.302255709106924,-0.15875186717389514,0.001615762710571289,0.003615736961364746,False,False,primary
supervised,0,gradcam,3192,7,7,True,0.9385845050436282,0.9592703479812801,0.9350971579551697,0.9370042085647583,0.936050683259964,253382.1783664236,2321966.472131609,-0.005909860134124756,-0.031150341033935547,False,False,all200
supervised,0,gradcam,3192,7,7,True,0.9385845050436282,0.9592703479812801,0.9350971579551697,0.9370042085647583,0.936050683259964,253382.1783664236,2321966.472131609,-0.005909860134124756,-0.031150341033935547,False,False,primary
supervised,0,gradcam,3293,4,3,False,0.7786994472502029,0.4444965938327199,0.7375341057777405,0.21823924779891968,0.4778866767883301,0.5792716138817252,-0.06429889000936725,0.0004361867904663086,0.23876145482063293,False,False,all200
supervised,0,gradcam,3300,1,1,True,0.998004811617553,0.9610185012844017,0.9991758465766907,0.9633380174636841,0.9812569320201874,0.467324054271113,-0.564722563745932,-0.0001074075698852539,0.0019156336784362793,False,False,all200
supervised,0,gradcam,3300,1,1,True,0.998004811617553,0.9610185012844017,0.9991758465766907,0.9633380174636841,0.9812569320201874,0.467324054271113,-0.564722563745932,-0.0001074075698852539,0.0019156336784362793,False,False,primary
supervised,0,gradcam,3309,2,2,True,0.9825571302891662,0.9874996011263897,0.958217442035675,0.9896013140678406,0.9739093780517578,864775.2237408435,1359022.3074631868,-0.01915717124938965,-0.03596216440200806,False,False,all200
supervised,0,gradcam,3309,2,2,True,0.9825571302891662,0.9874996011263897,0.958217442035675,0.9896013140678406,0.9739093780517578,864775.2237408435,1359022.3074631868,-0.01915717124938965,-0.03596216440200806,False,False,primary
supervised,0,gradcam,3320,4,4,True,0.9529889522718649,0.9769935056512662,0.9862974882125854,0.991455614566803,0.9888765513896942,-3588759.911782935,-1188304.573842802,0.013008296489715576,-0.004468679428100586,False,False,all200
